Id,Label,value,source,Authority,Hub,pageranks,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum
675,thetalentshow.org,0,LeftyDirectory,0.039935,0.089131,0.002491,33,56,89,6,0.34838,0.394183,3410.584874,0,163
676,thetalkingdog.com,0,LeftyDirectory,0.05522,0.094808,0.00165,36,62,98,6,0.374706,0.421874,6298.344071,0,163
677,thewashingtonnote.com,0,LabeledManually,0.030123,0.012249,0.002619,32,4,36,7,0.264438,0.288466,564.456505,0,163
678,thewilson.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,151,452
679,theworldaroundyou.com,0,eTalkingHead,0.003834,0.002132,0.000532,5,3,8,8,0.283472,0.30852,74.202736,0,163
680,thewritewing.blogspot.com,0,BlogCatalog,0.001364,0.007665,0.000198,1,2,3,7,0.271875,0.29281,0,0,163
681,theyetimn.blogspot.com,0,Blogarama,0.00148,0.006079,0.000222,2,9,11,7,0.270415,0.291539,35.283922,0,163
682,thingsasitis.net,0,Blogarama,0.000009,0,0.000269,1,0,1,0,0,0,0,0,130
683,think2004.com,0,eTalkingHead,0,0.011928,0.000187,0,6,6,7,0.29154,0.31358,0,0,453
684,thinkingrocks.blogspot.com,0,Blogarama,0.000237,0.003204,0.0002,1,2,3,7,0.271798,0.289369,48.988848,0,163
685,thirdredeye.blogspot.com,0,Blogarama,0,0.010771,0.000187,0,8,8,7,0.287861,0.313232,0,0,454
686,thislousytshirt.net,0,"Blogarama,LeftyDirectory",0.003048,0,0.000207,2,0,2,0,0,0,0,0,60
687,thismodernworld.com,0,"LeftyDirectory,CampaignLine",0.116502,0.004494,0.00357,104,2,106,7,0.274527,0.295736,1287.498465,0,163
688,thomasblog.typepad.com/bloggg,0,eTalkingHead,0.00954,0.043352,0.000242,6,38,44,6,0.351709,0.388889,37.874836,0,163
689,thunewatch.squarespace.com,0,Blogarama,0.000483,0,0.000209,1,1,2,7,0.224695,0.237358,0,0,215
690,tinylittledots.com,0,eTalkingHead,0.00019,0,0.000209,1,0,1,0,0,0,0,0,291
691,tobyemden.blogspot.com,0,Blogarama,0,0.014256,0.000187,0,9,9,7,0.281682,0.308883,0,0,455
692,tom_thinks.blogspot.com,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,152,456
693,tomburka.com,0,"Blogarama,LeftyDirectory,CampaignLine",0.048622,0.012816,0.000926,37,6,43,6,0.287129,0.313845,449.995283,0,163
694,tomcoburnisabigfatjerk.blogspot.com,0,Blogarama,0.001811,0.027398,0.000195,2,16,18,6,0.299624,0.332689,54.32939,0,163
695,tomdaschle.com/tom/index.php?id=34,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,153,457
696,tomherod.blogspot.com,0,BlogCatalog,0,0.000413,0.000187,0,1,1,1,1,1,0,0,458
697,tonyknowles.com/blog.html,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,154,459
698,topviewnews.com/blog,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,155,460
699,toteota.blogspot.com,0,LabeledManually,0.00767,0.084675,0.000266,6,62,68,6,0.325732,0.386155,1464.929377,0,163
700,trainorphans.org,0,Blogarama,0.001364,0,0.000198,1,0,1,0,0,0,0,0,71
701,translucence.org,0,Blogarama,0,0.001589,0.000187,0,1,1,8,0.238962,0.25198,0,0,461
702,travalex.blogspot.com,0,"Blogarama,BlogCatalog",0.002621,0.021996,0.000213,2,16,18,7,0.309508,0.342887,77.965175,0,163
703,tristero.blogspot.com,0,"Blogarama,LeftyDirectory",0.025065,0.049835,0.000452,14,27,41,6,0.310513,0.350557,90.920174,0,163
704,trueconservative.typepad.com,0,Blogarama,0,0.005602,0.000187,0,2,2,7,0.247994,0.269038,0,0,462
705,truedemocrat.blogspot.com,0,Blogarama,0,0.00029,0.000187,0,1,1,1,1,1,0,0,463
706,truthbenotproud.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,156,464
707,tuibguy.messagemonster.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,157,465
708,turnpikefeminist.com,0,Blogarama,0.000495,0.005141,0.000195,1,4,5,7,0.289824,0.313646,0.183824,0,163
709,turnspit.com,0,Blogarama,0,0.004934,0.000187,0,4,4,8,0.216988,0.230147,0,0,466
710,uberddue.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,158,467
711,uberdude.blogspot.com,0,Blogarama,0,0.04014,0.000187,0,21,21,6,0.297886,0.331889,0,0,468
712,uggabugga.blogspot.com,0,LeftyDirectory,0.075517,0.013828,0.001519,52,7,59,7,0.289649,0.31383,484.30385,0,163
713,unodemocrats.com/blog,0,CampaignLine,0.002094,0.005837,0.00033,3,4,7,7,0.267992,0.287578,9.686488,0,163
714,upper-left.blogspot.com,0,CampaignLine,0.026396,0.022987,0.000476,19,11,30,6,0.293288,0.322309,52.365945,0,163
715,urbandemocracy.blogspot.com,0,Blogarama,0,0.015958,0.000187,0,5,5,7,0.277199,0.300803,0,0,469
716,urbanecoinc.com/wordpress1,0,Blogarama,0,0.000861,0.000187,0,1,1,8,0.222894,0.236041,0,0,470
717,usademocrazy.blogspot.com,0,Blogarama,0.000024,0,0.000251,1,0,1,0,0,0,0,0,31
718,usliberals.about.com,0,Blogarama,0.002176,0,0.000212,2,0,2,0,0,0,0,0,75
719,uwaythinks.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,159,471
720,vernsblog.thegillfamily.us:8180,0,BlogCatalog,0.000057,0.001639,0.000259,1,1,2,8,0.254725,0.27186,0,0,163
721,virginiaprogressive.blogspot.com,0,Blogarama,0.000029,0.012929,0.000454,1,6,7,7,0.292929,0.319117,2067.681875,0,163
722,vocis.com/frank,0,BlogCatalog,0,0.003338,0.000187,0,3,3,7,0.245893,0.263903,0,0,472
723,votekerryedwards2004.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,160,473
724,votervirginblog.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,161,474
725,waitingfordorothy.blogspot.com,0,Blogarama,0.0021,0.01971,0.000206,2,12,14,7,0.29537,0.324551,4.823436,0,163
726,wampum.wabanaki.net,0,LabeledManually,0.097343,0.071498,0.003091,75,42,117,6,0.313462,0.360589,1342.421451,0,163
727,warandpiece.com,0,LeftyDirectory,0.044372,0.045786,0.001716,36,26,62,6,0.308809,0.34488,1636.545961,0,163
728,warriorsblog.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,162,475
729,washingtonmonthly.com,0,"BlogPulse,LeftyDirectory",0.180428,0.079808,0.010516,201,55,256,6,0.341664,0.392041,32659.926605,0,163
730,watchingthewatchers.org,0,BlogCatalog,0.00407,0.000499,0.000412,6,5,11,8,0.263129,0.279498,161.08196,0,163
731,waveflux.net,0,BlogCatalog,0.00275,0.013532,0.00024,4,7,11,7,0.285076,0.309171,116.054351,0,163
732,weblogs.bakshi.us/redskunk,0,"LeftyDirectory,BlogCatalog",0,0.00211,0.000187,0,2,2,8,0.215717,0.226345,0,0,476
733,werenotallincompetent.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,163,477
734,whirlingbuffalo.com/creative-spirits.htm,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,164,478
735,whopundit.blogspot.com,0,Blogarama,0.002396,0.024399,0.000208,3,11,14,7,0.287043,0.314517,3.192227,0,163
736,whoviating.blogspot.com,0,"LeftyDirectory,LabeledManually",0.011567,0.039813,0.000284,9,23,32,6,0.310412,0.348798,729.530672,0,163
737,whyareweback.blogspot.com,0,"Blogarama,BlogCatalog",0.01231,0.035578,0.000987,16,30,46,7,0.351709,0.389056,12136.066761,0,163
738,winnegar.blog-city.com,0,BlogCatalog,0.000076,0,0.000197,1,0,1,0,0,0,0,0,88
739,winthewest.blogspot.com,0,Blogarama,0,0.00912,0.000187,0,6,6,7,0.271004,0.298725,0,0,479
740,woneffe.typepad.com,0,BlogCatalog,0,0.000238,0.000187,0,1,1,7,0.256493,0.2729,0,0,480
741,wonkette.com,0,LabeledManually,0.08928,0.030769,0.004389,112,17,129,7,0.313668,0.345761,11561.658062,0,163
742,workingpapers.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,165,481
743,worldonfire.typepad.com/world_on_fire,0,"Blogarama,LeftyDirectory",0.006636,0.042121,0.000274,4,23,27,7,0.30352,0.341215,33.606453,0,163
744,wpblog.ohpinion.com,0,eTalkingHead,0.001194,0.000793,0.000258,2,1,3,7,0.262551,0.278435,16.323684,0,163
745,wsrblood.typepad.com/wiserblog,0,"Blogarama,LeftyDirectory,eTalkingHead",0.00207,0.000686,0.000255,2,1,3,1,1,1,0.726982,0,17
746,wtf.mindsay.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,166,482
747,wtpm.blogspot.com,0,"Blogarama,LeftyDirectory",0.002031,0.023996,0.000197,1,13,14,6,0.30861,0.343852,1023.351816,0,163
748,wynterstoner.blogspot.com,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,167,483
749,x-pollen.com/many/blog.html,0,CampaignLine,0,0.007472,0.000187,0,5,5,7,0.335434,0.369801,0,0,484
750,xanga.com/allegrad,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,168,485
751,xanga.com/home.aspx?user=phknrocket1k,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,169,486
752,xanga.com/kerry4president,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,170,487
753,xianleft.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,171,488
754,xnerg.blogspot.com,0,"LeftyDirectory,eTalkingHead",0.089167,0.094592,0.00298,73,69,142,5,0.377217,0.428056,28267.628929,0,163
755,yarsrevenge.blogspot.com,0,"Blogarama,LeftyDirectory",0.002031,0.071824,0.000197,1,40,41,6,0.32774,0.37466,2.691518,0,163
756,yglesias.typepad.com/matthew,0,eTalkingHead,0.136559,0.024554,0.005361,128,13,141,7,0.283892,0.311765,2229.460858,0,163
757,yoder.ru,0,eTalkingHead,0,0.000516,0.000187,0,1,1,8,0.197322,0.20421,0,0,489
758,younglibs.com,0,Blogarama,0.000633,0,0.000215,1,0,1,0,0,0,0,0,133
759,84rules.blog-city.com,1,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,172,490
760,a100wwe.blogspot.com,1,Blogarama,0,0.003846,0.000187,0,5,5,7,0.298349,0.337685,0,0,491
761,absurd-canadian.blogspot.com,1,eTalkingHead,0,0.001765,0.000187,0,2,2,8,0.175137,0.183238,0,0,492
762,ace.mu.nu,1,LabeledManually,0.035096,0.039998,0.002446,69,72,141,6,0.351838,0.409161,13289.376422,0,163
763,aceoftrumpblog.blogspot.com,1,"Blogarama,BlogCatalog",0.002221,0.004084,0.000361,6,7,13,7,0.307915,0.337568,205.554424,0,163
764,acepilots.com/mt,1,LabeledManually,0.028643,0.00779,0.001634,50,14,64,7,0.31794,0.345718,1944.19919,0,163
765,acertainslantoflight.blogspot.com,1,Blogarama,0.001675,0.076405,0.000495,4,74,78,6,0.397095,0.454197,2573.297467,0,163
766,achicknamedmarzi.com,1,eTalkingHead,0.003103,0.001695,0.000253,4,4,8,7,0.29702,0.335321,74.006197,0,163
767,activistchat.com/blogiran,1,LabeledManually,0.013415,0.01269,0.00232,41,12,53,7,0.29925,0.326467,1507.392001,0,163
768,adeimantus.blogspot.com,1,Blogarama,0.003439,0.004756,0.000301,6,11,17,7,0.30624,0.339964,2476.528636,0,163
769,adonai.cc,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,173,493
770,airjun.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,174,494
771,alamodispatches.blogspot.com,1,Blogarama,0,0.001942,0.000187,0,2,2,8,0.281848,0.310825,0,0,495
772,alamonation.blogspot.com,1,Blogarama,0.003301,0.013772,0.000308,7,23,30,7,0.33057,0.380636,79.470215,0,163
773,alarmingnews.com,1,"Blogarama,BlogPulse,CampaignLine",0.011878,0.044877,0.000817,25,61,86,7,0.369071,0.429679,5692.877378,0,163
774,aldaron.modblog.com,1,"Blogarama,BlogCatalog",0,0.001829,0.000187,0,4,4,8,0.234704,0.249017,0,0,497
775,aldaynet.org,1,Blogarama,0.014462,0.024781,0.001291,46,69,115,6,0.365826,0.4279,10802.191994,0,163
776,alexpelan.blogspot.com,1,BlogCatalog,0.000574,0.001159,0.000229,1,1,2,7,0.296468,0.333231,0,0,163
777,alittlemoretotheright.com,1,"eTalkingHead,CampaignLine",0.005187,0.031007,0.000393,9,44,53,7,0.33057,0.38035,1351.525423,0,163
778,all-encompassingly.com,1,"Blogarama,eTalkingHead",0.005147,0.020906,0.000389,12,34,46,7,0.350165,0.402893,679.114974,0,163
779,allahpundit.com,1,BlogPulse,0.022869,0,0.000958,39,0,39,0,0,0,0,0,8
780,allthingsmark.com,1,Blogarama,0.000574,0,0.000229,1,0,1,0,0,0,0,0,153
781,alphapatriot.com,1,Blogarama,0.016353,0.042472,0.000925,35,70,105,6,0.386823,0.443051,7968.247448,0,163
782,althouse.blogspot.com,1,"BlogPulse,eTalkingHead",0.026614,0.010134,0.001717,36,8,44,7,0.308909,0.335052,1571.864611,0,163
783,americaindenial.com/?q=node/feed,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,175,498
784,americanchronicle.blogspot.com,1,BlogCatalog,0.000946,0.004665,0.000238,2,5,7,7,0.305361,0.346937,4.74559,0,163
785,americancommentator.blogs.com/the_american_commentator_,1,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,176,499
786,americandigest.org,1,LabeledManually,0.017306,0.007838,0.00214,27,7,34,7,0.278522,0.299629,231.576261,0,163
787,americandinosaur.blogspot.com,1,Blogarama,0.00176,0.0167,0.000333,7,30,37,7,0.350549,0.400124,1597.909806,0,163
788,americanfuture.typepad.com,1,Blogarama,0.002025,0.033838,0.000279,4,30,34,7,0.320818,0.35925,123.321071,0,163
789,americanjihad.blogspot.com,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,177,500
790,americankernel.com,1,Blogarama,0,0.003249,0.000187,0,3,3,8,0.267448,0.285999,0,0,501
791,americanreport.blogspot.com,1,"Blogarama,BlogCatalog",0.001717,0.012035,0.000202,2,11,13,7,0.295735,0.321573,1024.077778,0,163
792,americanthinker.com,1,BlogCatalog,0.015725,0.001872,0.001108,32,2,34,7,0.265024,0.279723,23.124902,0,163
793,americanwarmonger.blogspot.com,1,"Blogarama,BlogCatalog",0.004332,0.013304,0.000638,19,42,61,6,0.365826,0.414054,9945.33896,0,163
794,americanworldview.tripod.com/weltansblog,1,Blogarama,0,0,0.000525,1,0,1,0,0,0,0,0,64
795,americasteen.tk,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,178,502
796,amigo13.blogspot.com,1,Blogarama,0.000644,0.011641,0.000218,2,11,13,7,0.312133,0.347268,5.845172,0,163
797,amradio.blogspot.com,1,Blogarama,0,0.000733,0.000187,0,2,2,1,1,1,0,0,503
798,andrewsullivan.com,1,"BlogPulse,CampaignLine",0.091649,0,0.008587,143,0,143,0,0,0,0,0,1
799,andrightlyso.blogspot.com,1,Blogarama,0.000075,0,0.000214,1,0,1,0,0,0,0,0,136
800,angrychineseblogger.blog-city.com,1,eTalkingHead,0.000555,0,0.000195,1,0,1,0,0,0,0,0,55
801,angrygwn.blogspot.com,1,BlogCatalog,0.002184,0.01261,0.000284,4,13,17,7,0.333566,0.375708,110.435906,0,163
802,anncoulter.org,1,LabeledManually,0.013535,0.001834,0.00094,34,2,36,8,0.17505,0.182941,966.917462,0,163
803,annika.mu.nu,1,eTalkingHead,0.007711,0.007161,0.00059,17,8,25,7,0.329319,0.369595,729.972702,0,163
804,anothervrwc.blogspot.com,1,Blogarama,0,0.002621,0.000187,0,2,2,8,0.175233,0.183551,0,0,504
805,antijohnkerry.blogspot.com,1,CampaignLine,0.002466,0.007641,0.000383,7,8,15,7,0.29702,0.322252,1217.329899,0,163
806,antiprotester.blogspot.com,1,Blogarama,0.003906,0.021211,0.000313,6,28,34,7,0.347242,0.396519,190.523434,0,163
807,apologiesdemanded.blogspot.com,1,"Blogarama,eTalkingHead",0.001094,0.027302,0.000236,2,33,35,6,0.382953,0.423494,962.299682,0,163
808,arkanssouri.blogspot.com,1,Blogarama,0.000165,0.0055,0.000202,1,7,8,7,0.300849,0.325822,97.167561,0,163
809,armchairgeneralist.typepad.com,1,LeftyDirectory,0.002031,0.01938,0.000197,1,13,14,7,0.298224,0.332664,9.970049,0,163
810,asmallvictory.net,1,BlogPulse,0.044042,0.001174,0.003408,75,1,76,7,0.268217,0.28608,86.21514,0,163
811,asmodeus-space.com/weblog/blog/index.php,1,Blogarama,0,0.002749,0.000187,0,7,7,7,0.30259,0.344575,0,0,505
812,astrosoup.blogspot.com,1,Blogarama,0.000574,0.001502,0.000229,1,1,2,8,0.17505,0.182444,0,0,163
813,athena.blogs.com,1,Blogarama,0.003797,0.02079,0.000337,6,24,30,7,0.322005,0.361514,1106.172011,0,163
814,awideawake.blogspot.com,1,"Blogarama,BlogCatalog",0.00472,0.011495,0.000428,15,14,29,7,0.324297,0.361828,153.465888,0,163
815,ayerdis.com/rants.php,1,Blogarama,0.000871,0.01848,0.000254,2,19,21,7,0.33,0.36963,67.722738,0,163
816,babytrollblog.com,1,Blogarama,0.003199,0.036346,0.000317,6,49,55,7,0.336261,0.386714,201.70321,0,163
817,baldilocks.typepad.com,1,"Blogarama,BlogPulse",0.026262,0.004266,0.00162,46,8,54,8,0.280234,0.313118,546.700735,0,163
818,balloon-juice.com,1,eTalkingHead,0.044541,0.05742,0.001995,58,53,111,6,0.355894,0.401724,10975.539534,0,163
819,bamapachyderm.blogspot.com,1,"Blogarama,BlogCatalog",0.000947,0,0.000219,3,0,3,0,0,0,0,0,96
820,batr.net,1,Blogarama,0,0,0.000795,2,2,4,1,1,1,1027,0,65
821,batr.org/commentary.html,1,Blogarama,0,0,0.000613,2,1,3,2,0.666667,0.75,0,0,65
822,beautifulatrocities.com,1,LabeledManually,0.012998,0.006473,0.000988,30,10,40,7,0.286871,0.306892,209.831363,0,163
823,beefalwayswins.blogspot.com,1,Blogarama,0.001506,0.016982,0.000238,4,17,21,7,0.304874,0.335234,32.766685,0,163
824,beldar.blogs.com/beldarblog,1,eTalkingHead,0.01548,0.050813,0.000509,18,54,72,7,0.351064,0.401465,1507.528356,0,163
825,bellusbellum.info,1,Blogarama,0.001143,0,0.000248,2,0,2,0,0,0,0,0,10
826,belmontclub.blogspot.com,1,LabeledManually,0.05333,0.023719,0.003651,95,27,122,7,0.309709,0.346564,2138.255216,0,163
827,bensgtusmc.com,1,Blogarama,0,0.002782,0.000187,0,3,3,7,0.297239,0.335319,0,0,506
828,bensworld.patriotforum.org,1,Blogarama,0.004083,0.00231,0.000302,7,8,15,7,0.347116,0.381037,697.914524,0,163
829,bernardmoon.blogspot.com,1,eTalkingHead,0.003337,0.016852,0.000302,6,15,21,7,0.342765,0.382866,105.005361,0,163
830,betsyspage.blogspot.com,1,LabeledManually,0.017669,0.007882,0.001324,30,7,37,7,0.315425,0.34476,1095.182587,0,163
831,bidinotto.journalspace.com,1,Blogarama,0.002733,0.001977,0.000342,4,4,8,7,0.283556,0.30367,91.361029,0,163
832,bigenchilada.org,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,179,507
833,bigfatroid.blogspot.com,1,"Blogarama,BlogCatalog",0.000333,0.001502,0.000218,2,1,3,8,0.17505,0.182444,0.232025,0,163
834,bigjourney.blogspot.com,1,Blogarama,0.001025,0,0.00022,1,0,1,0,0,0,0,0,161
835,billhobbs.com,1,BlogPulse,0.036408,0.035472,0.001706,56,48,104,6,0.349653,0.396012,5312.611889,0,163
836,billrice.org,1,Blogarama,0,0.016006,0.000187,0,11,11,7,0.294226,0.323377,0,0,508
837,billroggio.com/easongate,1,LabeledManually,0.019303,0.021813,0.001937,30,20,50,7,0.331946,0.368968,1662.955177,0,163
838,bitheads.blogspot.com,1,Blogarama,0.006677,0.024637,0.000371,12,18,30,6,0.338282,0.368339,761.458725,0,163
839,bittersweetme.net/blog/index.php,1,Blogarama,0.004847,0.010252,0.000398,9,17,26,7,0.318046,0.357143,488.115236,0,163
840,bkennelly.com/vox,1,Blogarama,0.000485,0.00191,0.000197,1,3,4,7,0.266277,0.284965,0.561836,0,163
841,blackmanforbush.blogspot.com,1,Blogarama,0.001598,0.002655,0.00024,3,3,6,7,0.29739,0.335252,0.146429,0,163
842,blindmindseye.com,1,Blogarama,0.002622,0.003714,0.000311,6,6,12,7,0.302944,0.333938,1100.989303,0,163
843,blithered.blogspot.com,1,Blogarama,0.005168,0.008996,0.000387,13,28,41,7,0.334031,0.38863,892.245727,0,163
844,blog.iainlindley.com,1,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,180,509
845,blog.mytechaid.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,181,510
846,blog.nam.org,1,BlogCatalog,0,0.001952,0.000187,0,1,1,8,0.234058,0.246996,0,0,511
847,blog.ncsweb.us,1,"Blogarama,BlogCatalog,eTalkingHead,CampaignLine",0.00071,0.009592,0.000263,2,9,11,7,0.285757,0.307832,17.509634,0,163
848,blog.so-amazing.net,1,Blogarama,0.000574,0,0.000229,1,0,1,0,0,0,0,0,144
849,blog.willrobinson47.com,1,Blogarama,0.00139,0,0.000262,3,0,3,0,0,0,0,0,102
850,bloghogger.blogspot.com,1,eTalkingHead,0,0.001264,0.000187,0,3,3,8,0.229461,0.247449,0,0,512
851,blogicus.com,1,eTalkingHead,0.005502,0.019522,0.00033,10,52,62,7,0.354444,0.415119,3514.237884,0,163
852,blogodob.blogspot.com,1,eTalkingHead,0.000297,0.035629,0.000213,1,43,44,7,0.329205,0.378581,51.306562,0,163
853,blogs.blogosphere.ca/brock,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,182,513
854,blogsagainsthillary.com,1,LabeledManually,0.006794,0.002661,0.001641,43,2,45,7,0.29702,0.334625,3363.249637,0,163
855,blogsforbush.com,1,"BlogPulse,CampaignLine",0.065143,0.032278,0.012457,211,256,467,6,0.421215,0.547074,218464.048305,0,163
856,blogsofwar.com,1,"BlogPulse,eTalkingHead",0.022456,0.066699,0.001057,38,84,122,6,0.40448,0.463793,16130.80288,0,163
857,blogspirator.blogspot.com,1,Blogarama,0.000144,0.014544,0.000211,1,19,20,7,0.305653,0.337943,28.190243,0,163
858,blubberhollow.com/blog,1,Blogarama,0.001523,0.00012,0.000251,3,1,4,8,0.213093,0.225613,1.315942,0,163
859,blue6golf.blogspot.com,1,Blogarama,0.001187,0.005179,0.000198,1,6,7,7,0.321789,0.35979,0.166667,0,163
860,bluegoldfish.blogs.com/surface,1,Blogarama,0.002232,0.013623,0.000304,4,19,23,7,0.342152,0.387428,141.904718,0,163
861,bluestates.blogspot.com,1,LeftyDirectory,0.000952,0.018393,0.00019,1,8,9,7,0.294462,0.32272,0.4921,0,163
862,bobhayes.net,1,CampaignLine,0.011301,0.000055,0.000728,27,1,28,7,0.283136,0.300779,447.059006,0,163
863,boottotheskull.com,1,Blogarama,0.000226,0.000016,0.000201,1,1,2,8,0.247351,0.263842,0,0,163
864,borgardblog.blogspot.com,1,Blogarama,0.00037,0.008793,0.000199,1,8,9,7,0.31377,0.343576,4.777998,0,163
865,brainshavings.com,1,LabeledManually,0.008232,0.016936,0.000654,17,20,37,7,0.335672,0.376788,1011.577892,0,163
866,brendonsspiderhole.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,183,514
867,brianlarry.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,184,515
868,brianscott.blogspot.com,1,Blogarama,0.000226,0,0.000196,1,0,1,0,0,0,0,0,95
869,brutallyhonest.org,1,Blogarama,0.005143,0,0.000343,9,0,9,0,0,0,0,0,44
870,buckeyepundit.blogspot.com,1,BlogCatalog,0.000066,0.002859,0.000231,1,4,5,7,0.289211,0.310357,8.911265,0,163
871,bullmooserepublicans.com/blog,1,"Blogarama,LabeledManually",0.003079,0,0.000263,5,0,5,0,0,0,0,0,98
872,bushblog.us,1,Blogarama,0.009668,0,0.000662,21,0,21,0,0,0,0,0,27
873,c-pol.blogspot.com,1,"Blogarama,CampaignLine",0.000916,0.011877,0.000212,2,12,14,7,0.306436,0.337665,2.625196,0,163
874,californiaconservatives4truth.blogspot.com,1,Blogarama,0.002934,0.007131,0.000287,6,11,17,7,0.327964,0.369212,359.697716,0,163
875,calirep.blogspot.com,1,Blogarama,0.000359,0.00456,0.0002,1,5,6,7,0.283141,0.305921,9.153662,0,516
876,calpoly.edu/~doleary/blog.htm,1,Blogarama,0.000201,0.0043,0.0002,1,4,5,7,0.304486,0.345997,9.29182,0,163
877,campaignofone.org/blog/index.asp,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,185,517
878,captainsquartersblog.com/mt,1,eTalkingHead,0.061469,0.022586,0.004532,121,16,137,6,0.372954,0.408986,9811.464744,0,163
879,catscape.com,1,Blogarama,0.004245,0.012788,0.000463,11,9,20,7,0.304971,0.328609,226.830342,0,163
880,cayankee.blogs.com,1,BlogPulse,0.009759,0.059314,0.000803,19,123,142,6,0.415545,0.488001,13446.718974,0,163
881,cbcbcbcb.blogspot.com,1,Blogarama,0.005425,0.008941,0.000659,9,8,17,7,0.308113,0.336279,252.470458,0,163
882,ccs178.com,1,BlogCatalog,0.000645,0.006268,0.000244,2,11,13,7,0.320926,0.36235,1179.097732,0,163
883,cdharris.net,1,BlogPulse,0.025549,0.007315,0.001018,36,6,42,7,0.331486,0.369926,842.020292,0,163
884,cecile.squarespace.com,1,Blogarama,0,0.000443,0.000187,0,1,1,1,1,1,0,0,518
885,celluloid-wisdom.com/pw,1,LabeledManually,0.038356,0.01797,0.002923,65,13,78,7,0.3254,0.357839,3306.160984,0,163
886,celluloid-wisdom.com/pw/,1,LabeledManually,0,0.034437,0.000187,0,39,39,7,0.348617,0.390295,0,0,519
887,centinel.blogspot.com,1,Blogarama,0.000625,0.005161,0.000209,1,4,5,7,0.298969,0.317898,4.823137,0,163
888,chadster.capitalfocus.org,1,Blogarama,0.001324,0,0.000218,2,0,2,0,0,0,0,0,111
889,chainik_hocker.blogspot.com,1,BlogCatalog,0.00167,0,0.000265,3,0,3,0,0,0,0,0,104
890,charlesking.blogspot.com,1,eTalkingHead,0,0.000496,0.000187,0,1,1,1,1,1,0,0,520
891,chiefsblog.blogspot.com,1,eTalkingHead,0.000574,0.008597,0.000229,1,5,6,7,0.334265,0.368446,29.206453,0,163
892,chrenkoff.blogspot.com,1,LabeledManually,0.027417,0.036824,0.002836,62,57,119,6,0.36374,0.42062,13804.858796,0,163
893,christian-patriot.blogspot.com,1,"Blogarama,BlogCatalog",0.004859,0.007488,0.000414,14,9,23,7,0.309009,0.339971,234.302555,0,163
894,civilcommotion.com,1,eTalkingHead,0.00065,0.002398,0.000255,2,2,4,7,0.293738,0.317585,3.048194,0,163
895,claycalhoun.com,1,Blogarama,0.004245,0.025542,0.000407,9,26,35,7,0.344616,0.394621,599.434167,0,163
896,claytoncorner.blogspot.com,1,eTalkingHead,0,0.003183,0.000187,0,3,3,8,0.175169,0.18376,0,0,521
897,clubforgrowth.org/blog,1,CampaignLine,0.003808,0.00702,0.001238,9,10,19,8,0.283976,0.31471,2752.274526,0,163
898,cmillertime.blogspot.com,1,eTalkingHead,0.004558,0.000044,0.000414,12,1,13,1,1,1,20.09759,0,33
899,coffee.ondragonswing.com,1,eTalkingHead,0.001896,0.002225,0.000757,7,7,14,7,0.294462,0.323392,537.499706,0,163
